-1.3661335e+00,1.0421470e-01
-1.3562130e+00,2.6650404e-03
-1.6222729e+00,2.6400481e-01
-1.5160444e+00,7.4942247e-01
9.9500873e-01,2.7807118e-01
-2.4344493e+00,-4.0276357e-01
7.5895409e-01,2.8937627e-01
-6.4124388e-01,-1.1347245e-01
2.5813854e-01,1.6099250e-01
4.6654917e-01,-4.2622509e-01
6.4379832e-01,2.1167507e-01
-3.0719435e-01,4.0513515e-01
-1.1932892e+00,1.0857558e+00
2.7545281e-01,5.7705414e-01
-4.4836861e+00,-2.1756061e-01
-1.0539474e+00,9.8188542e-02
6.8911741e-02,5.0056038e-01
-1.3845840e+00,7.2950514e-01
-2.6228234e-02,1.7223879e-01
-7.2349882e-01,-4.0700684e-01
-4.3010693e-01,1.2497964e-01
-5.9092911e-01,-6.5930956e-01
-2.0378336e+00,3.2355837e-01
-2.3458871e+00,2.4391145e-01
-2.4542218e+00,4.3875441e-01
-1.2326760e+00,3.8452696e-01
